"","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachment","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"3604","f","y","e","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","k","v","d"
"3605","x","y","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","d"
"3606","x","s","g","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","k","v","d"
"3607","x","f","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","g"
"3608","x","f","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","p"
"3609","f","f","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","p"
"3610","f","f","g","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","k","v","d"
"3611","x","f","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","d"
"3612","f","y","e","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","k","v","d"
"3613","f","y","n","t","n","f","c","b","w","t","b","s","s","p","g","w","o","p","n","v","d"
"3614","f","y","n","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","y","d"
"3615","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","d"
"3616","f","y","g","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","k","y","d"
"3617","x","f","p","f","c","f","w","n","u","e","b","s","s","w","w","w","o","p","n","s","d"
"3618","f","f","e","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","n","y","d"
"3619","f","y","n","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","k","y","d"
"3620","x","y","n","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","v","d"
"3621","f","f","e","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","n","y","d"
"3622","x","f","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","g"
"3623","x","f","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","p"
"3624","f","f","g","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","k","v","d"
"3625","x","f","n","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","n","v","d"
"3626","x","f","g","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","d"
"3627","f","f","g","t","n","f","c","b","w","t","b","s","s","p","g","w","o","p","n","y","d"
"3628","x","f","p","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","n","s","d"
"3629","f","y","n","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","n","v","d"
"3630","f","y","g","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","k","y","d"
"3631","x","f","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","y","p"
"3632","x","f","e","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","k","y","d"
"3633","x","s","g","f","c","f","w","n","u","e","b","s","s","w","w","w","o","p","k","s","d"
"3634","x","f","g","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","g"
"3635","f","y","n","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","n","v","d"
"3636","x","f","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","d"
"3637","f","y","e","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","v","d"
"3638","f","f","g","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","n","y","d"
"3639","f","f","g","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","n","y","d"
"3640","f","y","n","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","y","d"
"3641","f","y","e","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","n","y","d"
"3642","f","y","g","t","n","f","c","b","p","t","b","s","s","g","g","w","o","p","k","y","d"
"3643","f","y","e","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","k","y","d"
"3644","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","w","o","p","k","y","d"
"3645","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","g"
"3646","f","f","g","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","k","y","d"
"3647","f","y","n","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","n","v","d"
"3648","x","f","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","g"
"3649","x","f","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","d"
"3650","x","f","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","p"
"3651","f","y","e","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","n","y","d"
"3652","f","y","n","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","k","v","d"
"3653","x","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","d"
"3654","x","f","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","p"
"3655","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","p"
"3656","f","y","n","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","n","v","d"
"3657","x","f","g","f","c","f","w","n","n","e","b","s","s","w","w","w","o","p","n","s","d"
"3658","f","f","e","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","v","d"
"3659","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","d"
"3660","f","y","n","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","n","v","d"
"3661","x","y","e","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","y","d"
"3662","x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","p"
"3663","x","y","n","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","k","y","d"
"3664","x","s","w","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","n","v","d"
"3665","f","y","g","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","k","v","d"
"3666","f","f","e","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","v","d"
"3667","f","y","g","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","y","d"
"3668","x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","d"
"3669","f","y","e","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","n","v","d"
"3670","f","y","e","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","n","y","d"
"3671","x","s","p","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","k","s","d"
"3672","f","f","e","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","k","v","d"
"3673","f","f","g","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","k","y","d"
"3674","f","f","g","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","n","y","d"
"3675","f","f","g","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","n","v","d"
"3676","x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","p"
"3677","f","y","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","n","y","d"
"3678","f","y","g","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","v","d"
"3679","f","y","n","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","k","y","d"
"3680","x","s","p","f","c","f","c","n","n","e","b","s","s","w","w","w","o","p","k","s","d"
"3681","f","y","e","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","k","y","d"
"3682","f","y","g","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","k","v","d"
"3683","f","y","e","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","k","y","d"
"3684","x","s","w","f","c","f","c","n","u","e","b","s","s","w","w","w","o","p","k","s","d"
"3685","x","f","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","p"
"3686","f","y","n","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","v","d"
"3687","x","f","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","g"
"3688","x","f","w","f","c","f","c","n","n","e","b","s","s","w","w","w","o","p","n","s","d"
"3689","f","y","n","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","k","y","d"
"3690","f","y","g","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","n","v","d"
"3691","f","y","g","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","n","v","d"
"3692","f","y","g","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","v","d"
"3693","x","f","w","f","c","f","w","n","p","e","b","s","s","w","w","w","o","p","n","v","d"
"3694","f","f","e","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","n","v","d"
"3695","x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","g"
"3696","f","y","n","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","n","y","d"
"3697","f","y","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","n","v","d"
"3698","x","s","p","f","c","f","c","n","u","e","b","s","s","w","w","w","o","p","k","v","d"
"3699","f","y","g","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","n","y","d"
"3700","x","s","p","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","n","v","d"
"3701","x","y","n","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","n","y","d"
"3702","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","g"
"3703","f","y","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","y","d"
"3704","x","f","p","f","c","f","c","n","p","e","b","s","s","w","w","w","o","p","n","s","d"
"3705","x","f","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","p"
"3706","f","f","e","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","n","y","d"
"3707","f","f","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","y","d"
"3708","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","w","o","p","n","s","d"
"3709","x","f","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","v","g"
"3710","f","y","g","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","n","y","d"
"3711","x","f","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","d"
"3712","f","f","e","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","k","v","d"
"3713","f","y","n","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","v","d"
"3714","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","d"
"3715","f","y","e","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","k","y","d"
"3716","f","y","e","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","k","v","d"
"3717","f","y","n","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","n","y","d"
"3718","x","f","n","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","k","v","d"
"3719","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","d"
"3720","f","y","g","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","n","v","d"
"3721","f","f","e","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","k","y","d"
"3722","f","y","n","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","v","d"
"3723","x","y","g","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","n","y","d"
"3724","x","y","n","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","v","d"
"3725","x","f","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","d"
"3726","x","s","w","f","c","f","w","n","g","e","b","s","s","w","w","w","o","p","n","v","d"
"3727","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","p"
"3728","f","y","n","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","n","v","d"
"3729","f","y","e","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","y","d"
"3730","f","f","e","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","n","y","d"
"3731","f","f","e","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","n","y","d"
"3732","f","y","e","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","n","v","d"
"3733","f","y","n","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","k","y","d"
"3734","f","y","e","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","v","d"
"3735","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","g"
"3736","f","y","e","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","n","y","d"
"3737","f","y","n","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","n","y","d"
"3738","x","f","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","d"
"3739","x","f","w","f","c","f","w","n","p","e","b","s","s","w","w","w","o","p","k","s","d"
"3740","x","f","g","f","c","f","w","n","p","e","b","s","s","w","w","w","o","p","k","v","d"
"3741","x","y","n","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","n","y","d"
"3742","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","p"
"3743","x","s","g","f","c","f","w","n","n","e","b","s","s","w","w","w","o","p","n","v","d"
"3744","f","y","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","n","v","d"
"3745","f","y","e","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","n","y","d"
"3746","f","f","e","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","k","v","d"
"3747","x","f","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","d"
"3748","f","y","n","t","n","f","c","b","u","t","b","s","s","g","g","w","o","p","n","v","d"
"3749","f","f","e","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","n","v","d"
"3750","f","y","e","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","n","v","d"
"3751","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","p"
"3752","x","f","g","f","c","f","c","n","n","e","b","s","s","w","w","w","o","p","n","v","d"
"3753","f","f","e","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","v","d"
"3754","x","s","g","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","n","s","d"
"3755","x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","w","o","p","n","v","d"
"3756","x","f","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","g"
"3757","f","y","g","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","n","v","d"
"3758","f","f","e","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","k","v","d"
"3759","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","p"
"3760","f","f","e","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","k","y","d"
"3761","f","y","e","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","v","d"
"3762","f","f","g","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","n","v","d"
"3763","f","y","e","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","n","y","d"
"3764","f","f","g","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","v","d"
"3765","f","y","n","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","y","d"
"3766","f","y","e","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","k","v","d"
"3767","f","y","n","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","n","v","d"
"3768","f","f","e","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","y","d"
"3769","f","y","e","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","y","d"
"3770","f","f","g","t","n","f","c","b","w","t","b","s","s","w","g","w","o","p","k","y","d"
"3771","x","f","g","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","n","y","d"
"3772","f","y","n","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","n","y","d"
"3773","f","y","n","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","n","v","d"
"3774","x","f","e","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","k","y","d"
"3775","f","f","n","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","k","y","d"
"3776","x","f","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","p"
"3777","f","y","e","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","n","y","d"
"3778","x","y","g","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","y","d"
"3779","f","y","n","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","n","v","d"
"3780","f","y","n","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","k","y","d"
"3781","f","y","g","t","n","f","c","b","w","t","b","s","s","p","g","w","o","p","n","y","d"
"3782","x","f","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","d"
"3783","f","f","e","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","n","v","d"
"3784","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","d"
"3785","f","y","g","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","n","y","d"
"3786","f","y","g","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","n","v","d"
"3787","f","f","g","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","k","y","d"
"3788","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","p"
"3789","x","y","n","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","n","v","d"
"3790","f","y","g","t","n","f","c","b","p","t","b","s","s","g","g","w","o","p","n","y","d"
"3791","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","d"
"3792","f","y","n","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","v","d"
"3793","x","f","g","f","c","f","w","n","u","e","b","s","s","w","w","w","o","p","k","s","d"
"3794","f","y","e","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","n","y","d"
"3795","x","s","w","f","c","f","w","n","g","e","b","s","s","w","w","w","o","p","k","s","d"
"3796","f","y","n","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","k","v","d"
"3797","x","s","w","f","c","f","c","n","n","e","b","s","s","w","w","w","o","p","n","v","d"
"3798","f","y","e","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","y","d"
"3799","f","f","g","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","n","v","d"
"3800","f","f","e","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","k","y","d"
"3801","f","y","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","n","y","d"
"3802","x","s","g","f","c","f","c","n","p","e","b","s","s","w","w","w","o","p","k","s","d"
"3803","f","y","e","t","n","f","c","b","n","t","b","s","s","p","w","w","o","p","k","y","d"
"3804","f","y","e","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","k","v","d"
